year,pop_name,reg,popwgt.absolute.hy,popwgt.relative.hy
2020,Pacific,Northeast,-0.00175584255551051,0.450046369385626
2020,Hispanic,Northeast,-0.00144157951201292,0.548477804024806
1999,White,North Central,0.00705195851758356,1.00865066748515
1999,Black,North Central,0.0886079949972667,1.10869580405727
1999,Native,North Central,-0.403537844869645,0.504978410616354
1999,Asian,North Central,-0.297121262120997,0.635520084956784
1999,Pacific,North Central,-0.489535760330753,0.399484402219223
1999,Hispanic,North Central,-0.418610073623163,0.486489243545715
2000,White,North Central,0.00600715942672703,1.00892078580517
2000,Black,North Central,0.0757752497462118,1.11252818916569
2000,Native,North Central,-0.346155266635633,0.485950551728492
2000,Asian,North Central,-0.252174235842176,0.625514792645319
2000,Pacific,North Central,-0.408819703414722,0.392892256052053
2000,Hispanic,North Central,-0.359282571841817,0.46645616684128
2001,White,North Central,0.00855033360597146,1.01293864383349
2001,Black,North Central,0.0574909144623612,1.08699712785135
2001,Native,North Central,-0.355037737355144,0.462745309974854
2001,Asian,North Central,-0.242683137838442,0.632763956403597
2001,Pacific,North Central,-0.408027393353438,0.382559633319796
2001,Hispanic,North Central,-0.365644060300391,0.446695475980572
2002,White,North Central,0.00552581190702584,1.00938420251783
2002,Black,North Central,0.0606874706284209,1.10306241404055
2002,Native,North Central,-0.282737653212666,0.519841166907867
2002,Asian,North Central,-0.207691095694693,0.647288880631046
2002,Pacific,North Central,-0.351918052629534,0.40235564816139
2002,Hispanic,North Central,-0.309456044038612,0.474466696209278
2003,White,North Central,0.00595090275453236,1.010753732348
2003,Black,North Central,0.0511448691525072,1.09242265527205
2003,Native,North Central,-0.25786765448685,0.534013602314927
2003,Asian,North Central,-0.187252151161625,0.661621169385415
2003,Pacific,North Central,-0.322827991339481,0.416625349714561
2003,Hispanic,North Central,-0.272750025409333,0.507120029993958
2004,White,North Central,0.00512876755873959,1.00948865191223
2004,Black,North Central,0.0557527240265809,1.10314723476708
2004,Native,North Central,-0.259272896257166,0.520323306781796
2004,Asian,North Central,-0.17911647769719,0.668619431637541
2004,Pacific,North Central,-0.313610333094995,0.419794472504917
2004,Hispanic,North Central,-0.263423382793371,0.512644557148982
