year,pop_name,state_name,reg,relative_PWE_enhancement
2019,Native,North Carolina,South,0.727121567113238
2018,Hispanic,North Dakota,North Central,0.731532707557375
2000,Hispanic,North Dakota,North Central,0.620980704512685
2020,Black,North Dakota,North Central,1.06761956248038
2014,White,North Dakota,North Central,1.00111326684649
2008,Black,North Dakota,North Central,1.16624508443638
2006,Hispanic,North Dakota,North Central,0.629526301528528
2007,Pacific,North Dakota,North Central,0.517724713052812
2015,Native,North Dakota,North Central,0.860475175204724
2016,Black,North Dakota,North Central,1.0737495799278
2015,Pacific,North Dakota,North Central,0.57625759511488
2011,Native,North Dakota,North Central,0.734973285734285
2016,Native,North Dakota,North Central,0.840440044958417
2009,Black,North Dakota,North Central,1.08755744190388
1999,Asian,North Dakota,North Central,0.769345849762931
2002,Pacific,North Dakota,North Central,0.501104329758897
2019,Pacific,North Dakota,North Central,0.571014084408044
2013,Asian,North Dakota,North Central,0.793696969521575
2002,Asian,North Dakota,North Central,0.756068052313712
1999,Hispanic,North Dakota,North Central,0.648888274889621
2012,White,North Dakota,North Central,1.00973001792338
2007,Hispanic,North Dakota,North Central,0.638817672402864
2014,Asian,North Dakota,North Central,0.773070154417561
2008,Native,North Dakota,North Central,0.692768707218965
2002,Native,North Dakota,North Central,0.729763092808931
2004,White,North Dakota,North Central,1.00241363934611
2016,Asian,North Dakota,North Central,0.809563110803833
2010,Pacific,North Dakota,North Central,0.540696953101045
2020,Pacific,North Dakota,North Central,0.615867284468838
2011,Pacific,North Dakota,North Central,0.530514933539486
2000,Black,North Dakota,North Central,1.13158040876154
2001,Asian,North Dakota,North Central,0.735415300743373
2016,Hispanic,North Dakota,North Central,0.74592369369402
2013,White,North Dakota,North Central,1.00093333152377
2000,Native,North Dakota,North Central,0.739974670316807
2014,Pacific,North Dakota,North Central,0.553496030399239
2004,Asian,North Dakota,North Central,0.748109278963019
2006,White,North Dakota,North Central,0.995013799657941
2019,Asian,North Dakota,North Central,0.820541076316125
2012,Hispanic,North Dakota,North Central,0.659817615180779
2004,Hispanic,North Dakota,North Central,0.688764368972112
2018,Asian,North Dakota,North Central,0.754190753363669
2007,Black,North Dakota,North Central,1.20268540385554
2015,Hispanic,North Dakota,North Central,0.758353870874939
1999,Black,North Dakota,North Central,1.12095564361953
2006,Native,North Dakota,North Central,0.705456888691838
2012,Pacific,North Dakota,North Central,0.518935325610047
2007,Native,North Dakota,North Central,0.690442259468266
2018,Native,North Dakota,North Central,0.931129066864104
2002,Black,North Dakota,North Central,1.12615040407091
1999,Pacific,North Dakota,North Central,0.518237194678672
2000,Pacific,North Dakota,North Central,0.491551090757398
2007,White,North Dakota,North Central,0.991577453691255
2010,Native,North Dakota,North Central,0.849214971723753
2005,Black,North Dakota,North Central,1.1120845287847
2008,Asian,North Dakota,North Central,0.80897327773353
2019,Black,North Dakota,North Central,1.05227181908388
2019,Hispanic,North Dakota,North Central,0.740402870524449
2010,Asian,North Dakota,North Central,0.756927434018633
2005,Pacific,North Dakota,North Central,0.519801713383399
2008,Hispanic,North Dakota,North Central,0.672187063314539
2003,Asian,North Dakota,North Central,0.760429594921702
2011,Black,North Dakota,North Central,1.13273136805836
2005,White,North Dakota,North Central,1.00148856455688
2015,White,North Dakota,North Central,1.00925274972513
2020,Hispanic,North Dakota,North Central,0.748165789504489
2020,Native,North Dakota,North Central,0.859136877306646
2000,White,North Dakota,North Central,0.99955682440523
2008,White,North Dakota,North Central,0.994019989681211
2009,Asian,North Dakota,North Central,0.738314635995854
2014,Hispanic,North Dakota,North Central,0.748889588783038
2017,Asian,North Dakota,North Central,0.785222094727935
2011,White,North Dakota,North Central,1.00072408267378
2001,Black,North Dakota,North Central,1.13163760664208
2017,Black,North Dakota,North Central,1.06857511308752
2012,Asian,North Dakota,North Central,0.756897772929618
2001,Hispanic,North Dakota,North Central,0.638819743409516
2009,Hispanic,North Dakota,North Central,0.67259213713854
2004,Black,North Dakota,North Central,1.10035991780245
2007,Asian,North Dakota,North Central,0.75840008126282
2001,Pacific,North Dakota,North Central,0.493432928692271
2017,Pacific,North Dakota,North Central,0.589705726103266
2014,Black,North Dakota,North Central,1.14027119172486
2001,White,North Dakota,North Central,0.999159364374873
2018,Black,North Dakota,North Central,1.05109780963466
2004,Native,North Dakota,North Central,0.810513015654055
2011,Asian,North Dakota,North Central,0.802065718542843
2004,Pacific,North Dakota,North Central,0.532078868884125
2002,White,North Dakota,North Central,0.999573574001286
2010,Black,North Dakota,North Central,1.11615286287643
1999,Native,North Dakota,North Central,0.706581053666029
2018,Pacific,North Dakota,North Central,0.583101531450558
2005,Asian,North Dakota,North Central,0.792991152536936
1999,White,North Dakota,North Central,0.999706069016079
2003,Hispanic,North Dakota,North Central,0.692680073238101
2015,Asian,North Dakota,North Central,0.790971552315174
2000,Asian,North Dakota,North Central,0.728709651498632
2013,Hispanic,North Dakota,North Central,0.782736163085875
2019,Native,North Dakota,North Central,0.822646616120142
2003,Pacific,North Dakota,North Central,0.520783282762483
2005,Native,North Dakota,North Central,0.69134524363715
2012,Black,North Dakota,North Central,1.08123662516301
2019,White,North Dakota,North Central,1.01201400114482
2003,Black,North Dakota,North Central,1.0912856583749
2020,Asian,North Dakota,North Central,0.804494208233122
2003,Native,North Dakota,North Central,0.745945414959849
2008,Pacific,North Dakota,North Central,0.543637610965355
2009,Native,North Dakota,North Central,0.749391467848964
2006,Asian,North Dakota,North Central,0.73350235013089
2014,Native,North Dakota,North Central,0.79469359190435
2020,White,North Dakota,North Central,1.00972985730485
2017,White,North Dakota,North Central,1.01085815369249
2010,White,North Dakota,North Central,1.00302901410552
2017,Hispanic,North Dakota,North Central,0.717215151670216
2018,White,North Dakota,North Central,1.01387018095558
2002,Hispanic,North Dakota,North Central,0.640087687308631
2006,Pacific,North Dakota,North Central,0.508278451707453
2001,Native,North Dakota,North Central,0.737257667477393
2009,Pacific,North Dakota,North Central,0.52668264348315
2012,Native,North Dakota,North Central,0.793409834474594
2013,Black,North Dakota,North Central,1.12818223033646
2009,White,North Dakota,North Central,1.00737599792757
2013,Native,North Dakota,North Central,0.798382268262525
2003,White,North Dakota,North Central,1.00409575414279
2006,Black,North Dakota,North Central,1.18179610335444
2011,Hispanic,North Dakota,North Central,0.721965514917757
2013,Pacific,North Dakota,North Central,0.594001623905879
2005,Hispanic,North Dakota,North Central,0.671336254091163
2015,Black,North Dakota,North Central,1.06778973760084
2016,Pacific,North Dakota,North Central,0.580455383959758
2016,White,North Dakota,North Central,1.00797235397207
2010,Hispanic,North Dakota,North Central,0.7530992240339
2017,Native,North Dakota,North Central,0.848069420772431
1999,Pacific,Nebraska,North Central,0.545373545311818
2011,Asian,Nebraska,North Central,0.793361244096542
2018,Hispanic,Nebraska,North Central,0.808806846773842
2016,Asian,Nebraska,North Central,0.80629996487252
2013,Native,Nebraska,North Central,0.839718544468497
2005,White,Nebraska,North Central,1.00137395509483
2010,Asian,Nebraska,North Central,0.765854426873704
2020,Hispanic,Nebraska,North Central,0.807545712446434
2020,Black,Nebraska,North Central,1.0707876436782
2015,Black,Nebraska,North Central,1.03811831351326
2016,Black,Nebraska,North Central,1.05662731641734
2009,Asian,Nebraska,North Central,0.77934335848916
2018,Asian,Nebraska,North Central,0.806687933624619
2012,White,Nebraska,North Central,1.00622691953742
2007,Black,Nebraska,North Central,1.13207957573106
2009,White,Nebraska,North Central,0.997766726914881
2011,Black,Nebraska,North Central,1.14634091098666
2010,White,Nebraska,North Central,1.00684609182502
2018,White,Nebraska,North Central,1.00908145991103
2001,Black,Nebraska,North Central,1.12952429685944
2019,Black,Nebraska,North Central,1.06907769561494
2010,Black,Nebraska,North Central,1.06549051340866
2008,Asian,Nebraska,North Central,0.793647973540273
2008,Black,Nebraska,North Central,1.13019039582001
2017,White,Nebraska,North Central,1.00886735518609
2008,Pacific,Nebraska,North Central,0.581601751473233
2003,Asian,Nebraska,North Central,0.759586625512568
2003,Black,Nebraska,North Central,1.06815299417244
2013,White,Nebraska,North Central,1.00156380656427
2015,White,Nebraska,North Central,1.01155740049902
2001,Asian,Nebraska,North Central,0.763023934073397
2000,White,Nebraska,North Central,0.998600850158236
2020,White,Nebraska,North Central,1.00690607382908
2009,Black,Nebraska,North Central,1.1244233219495
2008,Hispanic,Nebraska,North Central,0.690293548549373
2014,Native,Nebraska,North Central,0.811985442848785
2000,Hispanic,Nebraska,North Central,0.648144306682694
2013,Asian,Nebraska,North Central,0.808693787414462
2020,Native,Nebraska,North Central,0.858095578770903
2007,Pacific,Nebraska,North Central,0.561085373874528
1999,White,Nebraska,North Central,0.997532384055338
2019,Native,Nebraska,North Central,0.832428508250457
2020,Pacific,Nebraska,North Central,0.670083073519401
2001,Pacific,Nebraska,North Central,0.523179402801028
2012,Native,Nebraska,North Central,0.867319228090902
1999,Black,Nebraska,North Central,1.12743518172229
2001,White,Nebraska,North Central,0.997221173573699
2017,Black,Nebraska,North Central,1.04950473624209
2018,Pacific,Nebraska,North Central,0.681241862002323
2007,Hispanic,Nebraska,North Central,0.660207809813069
2000,Native,Nebraska,North Central,0.783446456688103
2001,Hispanic,Nebraska,North Central,0.633341333515362
2016,Pacific,Nebraska,North Central,0.631546456804505
2016,Native,Nebraska,North Central,0.847006836977089
2003,Native,Nebraska,North Central,0.812994488290802
2009,Pacific,Nebraska,North Central,0.60334751933227
2005,Black,Nebraska,North Central,1.09270512911205
2005,Hispanic,Nebraska,North Central,0.729266123531209
2013,Hispanic,Nebraska,North Central,0.785426152506352
2002,Pacific,Nebraska,North Central,0.567786889285634
2005,Native,Nebraska,North Central,0.831475161426208
2019,White,Nebraska,North Central,1.00721368791732
2013,Pacific,Nebraska,North Central,0.616493421167799
2004,White,Nebraska,North Central,1.00159779575306
1999,Hispanic,Nebraska,North Central,0.693827736766261
2007,Native,Nebraska,North Central,0.719760177944971
1999,Native,Nebraska,North Central,0.743662542898067
2019,Asian,Nebraska,North Central,0.825052758652188
2007,White,Nebraska,North Central,0.998464695064636
2000,Pacific,Nebraska,North Central,0.548467126403528
2016,White,Nebraska,North Central,1.00909349540232
2011,Native,Nebraska,North Central,0.802072555833723
2014,Black,Nebraska,North Central,1.12177016743415
2014,Hispanic,Nebraska,North Central,0.768028574910967
2011,White,Nebraska,North Central,0.996545006952148
2011,Pacific,Nebraska,North Central,0.600027870909838
2005,Pacific,Nebraska,North Central,0.585695201497691
2016,Hispanic,Nebraska,North Central,0.737336435722154
2008,Native,Nebraska,North Central,0.740444224121112
2002,Black,Nebraska,North Central,1.05307208631164
2010,Native,Nebraska,North Central,0.89104992310418
2008,White,Nebraska,North Central,0.997604234224177
2006,White,Nebraska,North Central,0.995599023526964
2015,Asian,Nebraska,North Central,0.793702249692556
1999,Asian,Nebraska,North Central,0.759117045814012
2007,Asian,Nebraska,North Central,0.774068728808324
2018,Black,Nebraska,North Central,1.04806023597355
2015,Hispanic,Nebraska,North Central,0.755653615072352
2015,Native,Nebraska,North Central,0.865992665778504
2018,Native,Nebraska,North Central,0.907235155478399
2010,Hispanic,Nebraska,North Central,0.790231795462718
2014,Pacific,Nebraska,North Central,0.615681684951068
2004,Asian,Nebraska,North Central,0.79227761337941
2012,Asian,Nebraska,North Central,0.801806976155693
2001,Native,Nebraska,North Central,0.751244086499146
2014,White,Nebraska,North Central,1.00101521831164
2013,Black,Nebraska,North Central,1.10319996673585
2019,Hispanic,Nebraska,North Central,0.768373654922894
2010,Pacific,Nebraska,North Central,0.620978009322776
2000,Asian,Nebraska,North Central,0.729859610752206
2017,Asian,Nebraska,North Central,0.823915828415855
2000,Black,Nebraska,North Central,1.12323142849242
2019,Pacific,Nebraska,North Central,0.642869092982962
2002,White,Nebraska,North Central,1.00490069083992
2020,Asian,Nebraska,North Central,0.817460615390898
2017,Hispanic,Nebraska,North Central,0.76648596909799
2003,White,Nebraska,North Central,1.0046820962627
2015,Pacific,Nebraska,North Central,0.630766937699302
2005,Asian,Nebraska,North Central,0.766841634425528
2006,Asian,Nebraska,North Central,0.770183917080941
2011,Hispanic,Nebraska,North Central,0.734346126361498
2006,Black,Nebraska,North Central,1.13655052100812
2012,Hispanic,Nebraska,North Central,0.750992501492871
2004,Hispanic,Nebraska,North Central,0.746513451680512
2006,Hispanic,Nebraska,North Central,0.779629120507125
2012,Pacific,Nebraska,North Central,0.624051902736016
2009,Hispanic,Nebraska,North Central,0.750701455454827
2002,Asian,Nebraska,North Central,0.76662290817333
2004,Black,Nebraska,North Central,1.08004132162206
2017,Pacific,Nebraska,North Central,0.638566527545013
2012,Black,Nebraska,North Central,1.06313792128781
2009,Native,Nebraska,North Central,0.813833827838786
2003,Pacific,Nebraska,North Central,0.569100517544801
2003,Hispanic,Nebraska,North Central,0.72195096022237
2006,Native,Nebraska,North Central,0.8352870777014
2002,Native,Nebraska,North Central,0.865332045485595
2017,Native,Nebraska,North Central,0.861161078916465
2004,Native,Nebraska,North Central,0.838174007828343
2002,Hispanic,Nebraska,North Central,0.715986139918236
2004,Pacific,Nebraska,North Central,0.591331600932003
2006,Pacific,Nebraska,North Central,0.604046311776301
2014,Asian,Nebraska,North Central,0.787968503966631
2015,White,New Hampshire,Northeast,0.990035545121523
2018,Hispanic,New Hampshire,Northeast,0.996037175080494
2010,Pacific,New Hampshire,Northeast,0.895261258597236
2013,Asian,New Hampshire,Northeast,1.05859581907414
2007,Hispanic,New Hampshire,Northeast,0.983479479522952
2013,Native,New Hampshire,Northeast,0.840099817463278
2008,Hispanic,New Hampshire,Northeast,0.990687142482975
1999,Asian,New Hampshire,Northeast,1.13398651518572
2012,White,New Hampshire,Northeast,0.982734288100398
2007,Native,New Hampshire,Northeast,0.761063649680227
2018,Pacific,New Hampshire,Northeast,0.88953800979523
2016,Black,New Hampshire,Northeast,1.02849701589886
2014,White,New Hampshire,Northeast,0.98556546155425
2017,White,New Hampshire,Northeast,0.99483605116601
2007,Asian,New Hampshire,Northeast,1.06851849278567
2004,White,New Hampshire,Northeast,0.983987400201331
2007,Black,New Hampshire,Northeast,1.11511357838551
2016,Hispanic,New Hampshire,Northeast,1.03511246083022
2001,Black,New Hampshire,Northeast,1.07978490761588
2015,Hispanic,New Hampshire,Northeast,1.03473918260026
2009,Black,New Hampshire,Northeast,1.04588567490251
2018,Native,New Hampshire,Northeast,0.837076746118965
2014,Native,New Hampshire,Northeast,0.856738782521039
2002,Black,New Hampshire,Northeast,1.15408799296777
2018,White,New Hampshire,Northeast,0.999886418609737
2013,Black,New Hampshire,Northeast,1.00358359356158
2002,Hispanic,New Hampshire,Northeast,1.05505614677933
2007,White,New Hampshire,Northeast,0.983133994749706
2016,Asian,New Hampshire,Northeast,1.08489962241727
2018,Asian,New Hampshire,Northeast,1.08211192067943
2019,Black,New Hampshire,Northeast,1.07114572124485
2015,Native,New Hampshire,Northeast,0.864739068259687
2000,Black,New Hampshire,Northeast,1.08277414854003
1999,Hispanic,New Hampshire,Northeast,1.10241242108635
2005,Native,New Hampshire,Northeast,0.791618514075511
2002,Asian,New Hampshire,Northeast,1.1253123213153
2008,Native,New Hampshire,Northeast,0.764802185368316
2010,Black,New Hampshire,Northeast,1.04876926167271
2017,Pacific,New Hampshire,Northeast,0.885913659033215
2009,Native,New Hampshire,Northeast,0.768359810353923
2001,Native,New Hampshire,Northeast,0.764965557504322
2004,Black,New Hampshire,Northeast,1.09579721635266
2010,Native,New Hampshire,Northeast,0.841531973734985
2018,Black,New Hampshire,Northeast,0.974194430013003
2019,Hispanic,New Hampshire,Northeast,1.03978060388044
2001,Asian,New Hampshire,Northeast,1.07506822676592
2008,Black,New Hampshire,Northeast,1.05525289896753
2020,White,New Hampshire,Northeast,0.987558698503273
2006,Native,New Hampshire,Northeast,0.762499818791825
2011,Pacific,New Hampshire,Northeast,0.872555489330282
2017,Native,New Hampshire,Northeast,0.834872987027305
2015,Pacific,New Hampshire,Northeast,0.923132500811858
2005,Asian,New Hampshire,Northeast,1.10661940462567
1999,White,New Hampshire,Northeast,0.978011829631716
2000,Asian,New Hampshire,Northeast,1.05896857611113
2019,Asian,New Hampshire,Northeast,1.10420854797925
2005,Black,New Hampshire,Northeast,1.20068503444525
2001,Pacific,New Hampshire,Northeast,0.914195739385412
2012,Native,New Hampshire,Northeast,0.855115545690912
2009,Pacific,New Hampshire,Northeast,0.866330369284045
2004,Pacific,New Hampshire,Northeast,0.924077459954297
2009,White,New Hampshire,Northeast,0.993398102220905
2001,White,New Hampshire,Northeast,0.988296309447898
2010,Asian,New Hampshire,Northeast,1.06965539853369
2014,Pacific,New Hampshire,Northeast,0.930565998215889
2001,Hispanic,New Hampshire,Northeast,1.04730581631166
2006,Pacific,New Hampshire,Northeast,0.885675980758711
2012,Asian,New Hampshire,Northeast,1.07502997344988
2014,Asian,New Hampshire,Northeast,1.12399520677781
2015,Asian,New Hampshire,Northeast,1.09227067397166
2006,Black,New Hampshire,Northeast,1.09047655745465
2002,Native,New Hampshire,Northeast,0.756278042571782
2005,Hispanic,New Hampshire,Northeast,1.05356363860703
2002,Pacific,New Hampshire,Northeast,0.919490844291416
2019,Native,New Hampshire,Northeast,0.872919919397575
2019,Pacific,New Hampshire,Northeast,0.930316154609635
2005,Pacific,New Hampshire,Northeast,0.921187608057278
1999,Native,New Hampshire,Northeast,0.775004682392593
2017,Hispanic,New Hampshire,Northeast,0.973053197020539
1999,Pacific,New Hampshire,Northeast,0.935678663531149
2010,Hispanic,New Hampshire,Northeast,1.00373115908514
2020,Asian,New Hampshire,Northeast,1.10745441341571
2007,Pacific,New Hampshire,Northeast,0.90061443090832
2012,Black,New Hampshire,Northeast,1.09618209878186
2009,Asian,New Hampshire,Northeast,1.04666104624927
2008,White,New Hampshire,Northeast,0.991967140939453
2006,Hispanic,New Hampshire,Northeast,0.965896172767659
2014,Hispanic,New Hampshire,Northeast,1.03530051862005
2017,Black,New Hampshire,Northeast,1.01848809277915
2003,Native,New Hampshire,Northeast,0.774079318806329
2009,Hispanic,New Hampshire,Northeast,0.968122300561681
2016,Native,New Hampshire,Northeast,0.854326263313065
2004,Asian,New Hampshire,Northeast,1.11004525308997
2006,White,New Hampshire,Northeast,0.987742166822988
2000,Native,New Hampshire,Northeast,0.777306136491396
2016,Pacific,New Hampshire,Northeast,0.911374391438191
2008,Pacific,New Hampshire,Northeast,0.893383155714821
2006,Asian,New Hampshire,Northeast,1.04488969247941
2020,Pacific,New Hampshire,Northeast,0.900847447866347
1999,Black,New Hampshire,Northeast,1.14046033911064
2004,Native,New Hampshire,Northeast,0.785205585550864
2012,Pacific,New Hampshire,Northeast,0.914249723805713
2012,Hispanic,New Hampshire,Northeast,1.01865681553308
2000,Hispanic,New Hampshire,Northeast,1.03026106072345
2003,Pacific,New Hampshire,Northeast,0.88876712094593
2019,White,New Hampshire,Northeast,0.982591821740263
2011,Black,New Hampshire,Northeast,1.0052332512144
2003,Hispanic,New Hampshire,Northeast,1.0297056930686
2005,White,New Hampshire,Northeast,0.970221239319083
2003,Black,New Hampshire,Northeast,1.0634518806617
2020,Black,New Hampshire,Northeast,1.03841578599127
2003,White,New Hampshire,Northeast,0.989384809256572
2008,Asian,New Hampshire,Northeast,1.0512047122844
2013,Hispanic,New Hampshire,Northeast,0.998160248680181
2011,Native,New Hampshire,Northeast,0.818301856520197
2003,Asian,New Hampshire,Northeast,1.09121965864289
2011,Hispanic,New Hampshire,Northeast,0.978232538301715
2013,White,New Hampshire,Northeast,0.997462753923761
2011,White,New Hampshire,Northeast,0.997842324480684
2015,Black,New Hampshire,Northeast,1.0334823406059
2010,White,New Hampshire,Northeast,0.990553570187869
2020,Native,New Hampshire,Northeast,0.862745127757906
2002,White,New Hampshire,Northeast,0.976442134953161
2013,Pacific,New Hampshire,Northeast,0.899872295846709
2000,White,New Hampshire,Northeast,0.988645124432405
2011,Asian,New Hampshire,Northeast,1.05231723804823
2017,Asian,New Hampshire,Northeast,1.06054198122585
2004,Hispanic,New Hampshire,Northeast,1.08564031945579
2020,Hispanic,New Hampshire,Northeast,1.00955830014049
2016,White,New Hampshire,Northeast,0.991457717668936
2014,Black,New Hampshire,Northeast,1.05169160757822
2000,Pacific,New Hampshire,Northeast,0.907595306177604
2016,Black,New Jersey,Northeast,0.961048807754964
2013,Asian,New Jersey,Northeast,0.806563108830377
1999,Native,New Jersey,Northeast,0.805077917378667
1999,Asian,New Jersey,Northeast,0.768415000554675
2015,Native,New Jersey,Northeast,0.793960571761744
2013,Pacific,New Jersey,Northeast,0.815478453286963
2020,Black,New Jersey,Northeast,0.937885468780122
1999,Hispanic,New Jersey,Northeast,0.691813483547227
2006,Hispanic,New Jersey,Northeast,0.728722603366998
2004,Asian,New Jersey,Northeast,0.802034088468725
2000,White,New Jersey,Northeast,1.03464192410959
2017,Asian,New Jersey,Northeast,0.787599851990805
2009,Hispanic,New Jersey,Northeast,0.718029044709554
2019,Pacific,New Jersey,Northeast,0.831801157317818
2003,Pacific,New Jersey,Northeast,0.808180842012806
2017,Hispanic,New Jersey,Northeast,0.706521899389782
2011,Pacific,New Jersey,Northeast,0.818091403744703
2003,White,New Jersey,Northeast,1.03546308154341
2018,Native,New Jersey,Northeast,0.778052424997499
2001,Hispanic,New Jersey,Northeast,0.71031604148748
2004,Black,New Jersey,Northeast,0.925322663058442
2001,Native,New Jersey,Northeast,0.7754699489498
2016,Asian,New Jersey,Northeast,0.799183542642336
2003,Hispanic,New Jersey,Northeast,0.741781923286359
2012,Hispanic,New Jersey,Northeast,0.720607302410563
2002,Pacific,New Jersey,Northeast,0.801051314511202
2020,White,New Jersey,Northeast,1.03924074400764
2004,Native,New Jersey,Northeast,0.810167786851992
2016,Hispanic,New Jersey,Northeast,0.730460779065253
2004,Pacific,New Jersey,Northeast,0.819199183236251
2007,Hispanic,New Jersey,Northeast,0.69288726738102
2011,White,New Jersey,Northeast,1.02490754365464
2007,Native,New Jersey,Northeast,0.807852453775798
2002,Black,New Jersey,Northeast,0.925955585851105
1999,White,New Jersey,Northeast,1.03356234456442
2006,White,New Jersey,Northeast,1.03545290109559
2002,Hispanic,New Jersey,Northeast,0.710697102242118
2019,Black,New Jersey,Northeast,0.978770194233687
2004,Hispanic,New Jersey,Northeast,0.758653666149643
2012,Native,New Jersey,Northeast,0.756979733916799
2019,Native,New Jersey,Northeast,0.786746447690946
2018,Hispanic,New Jersey,Northeast,0.741118087516731
2002,White,New Jersey,Northeast,1.03425860903197
2005,Pacific,New Jersey,Northeast,0.776261984414411
2010,Black,New Jersey,Northeast,0.965519441949897
2003,Asian,New Jersey,Northeast,0.794863789709316
2011,Black,New Jersey,Northeast,0.982920880609532
2003,Black,New Jersey,Northeast,0.920338972149865
2010,Native,New Jersey,Northeast,0.770288650678864
2000,Pacific,New Jersey,Northeast,0.792046802509253
2014,Asian,New Jersey,Northeast,0.814475938908942
2020,Native,New Jersey,Northeast,0.796676359678302
2000,Asian,New Jersey,Northeast,0.771658474676406
2003,Native,New Jersey,Northeast,0.801654537593404
2017,Black,New Jersey,Northeast,0.958061228880182
2014,Hispanic,New Jersey,Northeast,0.702697298887233
2001,Asian,New Jersey,Northeast,0.784789964896608
2001,Black,New Jersey,Northeast,0.916450334942772
2009,Black,New Jersey,Northeast,0.937096871688784
2006,Native,New Jersey,Northeast,0.796676509112559
2017,Native,New Jersey,Northeast,0.765111487057029
2017,Pacific,New Jersey,Northeast,0.804920040618795
2006,Pacific,New Jersey,Northeast,0.802884416128923
2009,Native,New Jersey,Northeast,0.782829052037428
2007,Asian,New Jersey,Northeast,0.775269980823868
2001,Pacific,New Jersey,Northeast,0.791813402989809
2009,Pacific,New Jersey,Northeast,0.797815769982656
2007,Black,New Jersey,Northeast,1.01312380071803
1999,Black,New Jersey,Northeast,0.931085835348438
2018,Black,New Jersey,Northeast,0.940123373134758
2009,White,New Jersey,Northeast,1.03554776001297
2002,Asian,New Jersey,Northeast,0.784318928337273
2012,White,New Jersey,Northeast,1.01491515023746
2004,White,New Jersey,Northeast,1.03405102035148
2015,Pacific,New Jersey,Northeast,0.833054822372761
2015,White,New Jersey,Northeast,1.02552076324733
2005,Asian,New Jersey,Northeast,0.749214158170146
2005,Black,New Jersey,Northeast,0.922194953095732
2019,Hispanic,New Jersey,Northeast,0.761217552937721
2013,Hispanic,New Jersey,Northeast,0.723042025320689
2019,Asian,New Jersey,Northeast,0.830406075845033
2010,Pacific,New Jersey,Northeast,0.817619525706887
2000,Black,New Jersey,Northeast,0.925542412895113
2013,Native,New Jersey,Northeast,0.764378066090501
2020,Asian,New Jersey,Northeast,0.82073931856924
2000,Hispanic,New Jersey,Northeast,0.704029304105913
2016,Native,New Jersey,Northeast,0.768000220885103
2008,Native,New Jersey,Northeast,0.778584118519415
2020,Hispanic,New Jersey,Northeast,0.771148437511276
2016,White,New Jersey,Northeast,1.03448128285801
2008,Pacific,New Jersey,Northeast,0.811207107810469
2006,Asian,New Jersey,Northeast,0.77995320486727
2008,White,New Jersey,Northeast,1.03294458745332
2020,Pacific,New Jersey,Northeast,0.832878368722853
2011,Native,New Jersey,Northeast,0.762454771503954
2009,Asian,New Jersey,Northeast,0.782068137009374
2012,Pacific,New Jersey,Northeast,0.811150669363138
2015,Black,New Jersey,Northeast,0.979507533315655
2015,Hispanic,New Jersey,Northeast,0.724184114326439
2014,Native,New Jersey,Northeast,0.765032598571689
2008,Black,New Jersey,Northeast,0.942779198025873
2015,Asian,New Jersey,Northeast,0.825028096241384
2012,Asian,New Jersey,Northeast,0.84284546653787
2014,White,New Jersey,Northeast,1.02907225889435
2017,White,New Jersey,Northeast,1.03704147446664
2012,Black,New Jersey,Northeast,1.01130402018409
2002,Native,New Jersey,Northeast,0.808160768044519
2006,Black,New Jersey,Northeast,0.931959997842368
2018,Asian,New Jersey,Northeast,0.802048301099438
2005,Native,New Jersey,Northeast,0.801049319501844
2007,White,New Jersey,Northeast,1.01700278256248
2008,Hispanic,New Jersey,Northeast,0.740352170143206
2010,Asian,New Jersey,Northeast,0.771473235119716
2011,Asian,New Jersey,Northeast,0.813430002813997
2005,Hispanic,New Jersey,Northeast,0.687732690850298
2018,White,New Jersey,Northeast,1.04052050422932
2016,Pacific,New Jersey,Northeast,0.812826285684641
1999,Pacific,New Jersey,Northeast,0.786324561690425
2005,White,New Jersey,Northeast,1.03969207937778
2013,Black,New Jersey,Northeast,0.982206826939912
2001,White,New Jersey,Northeast,1.0361672789144
2008,Asian,New Jersey,Northeast,0.791776760097935
2014,Black,New Jersey,Northeast,0.96874992636506
2011,Hispanic,New Jersey,Northeast,0.734173944274262
2000,Native,New Jersey,Northeast,0.806871572197887
2019,White,New Jersey,Northeast,1.02711787453706
2010,White,New Jersey,Northeast,1.03288859695658
2013,White,New Jersey,Northeast,1.02665075162877
2010,Hispanic,New Jersey,Northeast,0.716203953891041
2007,Pacific,New Jersey,Northeast,0.801355868804208
2018,Pacific,New Jersey,Northeast,0.817364901014453
2014,Pacific,New Jersey,Northeast,0.814714906093317
2000,Asian,New Mexico,West,0.585484603179374
2019,Asian,New Mexico,West,0.677147950976135
2010,Hispanic,New Mexico,West,0.899522333877782
2002,Black,New Mexico,West,0.824882323477335
2004,Pacific,New Mexico,West,0.882128504143138
2007,Asian,New Mexico,West,0.670831861582895
2009,White,New Mexico,West,1.01337256772246
2017,Native,New Mexico,West,2.38467061964965
2015,Pacific,New Mexico,West,0.931383798167907
2002,White,New Mexico,West,1.00968961468652
2013,Asian,New Mexico,West,0.788085953965555
2008,Hispanic,New Mexico,West,0.89350771094562
2007,Hispanic,New Mexico,West,0.869637408166624
2011,Asian,New Mexico,West,0.693591611851369
2018,Asian,New Mexico,West,0.762580314226112
2007,Pacific,New Mexico,West,0.753181395360057
2015,White,New Mexico,West,1.01430158204527
2010,Pacific,New Mexico,West,0.847904306342457
1999,Native,New Mexico,West,1.98839449948217
