year,pop_name,state_name,reg,relative_PWE_enhancement
2015,White,Iowa,North Central,0.996586288939135
2018,Pacific,Iowa,North Central,0.75656482033377
2013,Black,Iowa,North Central,1.13058951926564
2005,Black,Iowa,North Central,1.11052457439345
2004,Pacific,Iowa,North Central,0.6920837787914
2011,Hispanic,Iowa,North Central,0.790645864653233
2000,Asian,Iowa,North Central,0.853442670069191
2017,Asian,Iowa,North Central,0.920379907742843
2017,Hispanic,Iowa,North Central,0.834389681134093
2010,Native,Iowa,North Central,0.878274549819874
2004,White,Iowa,North Central,0.989091042265039
2005,Asian,Iowa,North Central,0.895246769899411
2010,Pacific,Iowa,North Central,0.710089333837492
2009,Pacific,Illinois,North Central,0.750391479825532
2018,Asian,Illinois,North Central,0.846102919255209
2001,Native,Illinois,North Central,0.711990479973808
1999,Asian,Illinois,North Central,0.845573117492497
2015,Asian,Illinois,North Central,0.89402811638811
2008,Hispanic,Illinois,North Central,0.735562024278131
2001,Hispanic,Illinois,North Central,0.719308042694612
2018,Hispanic,Illinois,North Central,0.763318276288372
2015,Pacific,Illinois,North Central,0.759999325846621
2012,Hispanic,Illinois,North Central,0.793543261508236
2017,White,Illinois,North Central,0.998635536267981
2003,Hispanic,Illinois,North Central,0.810200415334506
1999,White,Illinois,North Central,0.994779982956196
2012,Native,Illinois,North Central,0.768011126016206
2006,Black,Illinois,North Central,1.07504710376111
1999,Native,Illinois,North Central,0.847043196438657
2018,Black,Illinois,North Central,1.08403544445532
2010,Black,Illinois,North Central,1.10319031912247
2013,Asian,Illinois,North Central,0.894963614487299
2004,White,Illinois,North Central,0.996974903350161
2009,Native,Illinois,North Central,0.789930750951634
2004,Black,Illinois,North Central,1.05250441791983
2017,Pacific,Illinois,North Central,0.795981703583749
2006,White,Illinois,North Central,0.995986839080779
2004,Hispanic,Illinois,North Central,0.825057769889695
1999,Black,Illinois,North Central,1.073889655874
2012,Pacific,Illinois,North Central,0.748494203468318
2001,Asian,Illinois,North Central,0.870532476232195
2009,Black,Illinois,North Central,1.032641335854
2016,Hispanic,Illinois,North Central,0.771390392583886
2015,Native,Illinois,North Central,0.786696962787497
2012,White,Illinois,North Central,0.999879435358102
2004,Asian,Illinois,North Central,0.901035553174832
1999,Pacific,Illinois,North Central,0.744912376088458
2016,Pacific,Illinois,North Central,0.741254768075595
2010,Hispanic,Illinois,North Central,0.780213161897689
2007,White,Illinois,North Central,0.994971366429672
2003,Native,Illinois,North Central,0.86339733921401
2010,Native,Illinois,North Central,0.781403779606975
2001,Pacific,Illinois,North Central,0.704371441736934
2009,White,Illinois,North Central,1.00183752937778
2000,Black,Illinois,North Central,1.06472106616358
2014,Native,Illinois,North Central,0.763049265337555
2010,Asian,Illinois,North Central,0.871433795488752
2003,Black,Illinois,North Central,1.05026408232672
2007,Native,Illinois,North Central,0.71907962115984
2017,Native,Illinois,North Central,0.804628853591821
2014,White,Illinois,North Central,0.999055073387782
2014,Asian,Illinois,North Central,0.864726865265371
2015,White,Illinois,North Central,1.00090325233844
2012,Black,Illinois,North Central,1.05242105371008
2016,White,Illinois,North Central,1.00177159049098
2019,Asian,Illinois,North Central,0.881911112149712
2016,Black,Illinois,North Central,1.0410258962387
2011,White,Illinois,North Central,0.995452058393406
2015,Hispanic,Illinois,North Central,0.804283026637177
2010,White,Illinois,North Central,0.991858893881384
2007,Hispanic,Illinois,North Central,0.733684456532259
2005,Native,Illinois,North Central,0.815296330523949
2001,Black,Illinois,North Central,1.04392026261334
2007,Pacific,Illinois,North Central,0.731892597373689
2006,Pacific,Illinois,North Central,0.741685013309551
2005,White,Illinois,North Central,1.00072486758245
2018,White,Illinois,North Central,0.997883567429715
2005,Asian,Illinois,North Central,0.870569482341151
2011,Pacific,Illinois,North Central,0.741280737340878
2000,White,Illinois,North Central,0.996939075265194
2011,Native,Illinois,North Central,0.737422452728439
2013,Native,Illinois,North Central,0.762317904907756
2020,White,Illinois,North Central,0.993864163829529
2009,Hispanic,Illinois,North Central,0.742768427015194
2006,Native,Illinois,North Central,0.766465462088922
2013,Pacific,Illinois,North Central,0.748412331270514
2014,Pacific,Illinois,North Central,0.751734449091712
2002,Black,Illinois,North Central,1.05021936093987
2019,White,Illinois,North Central,0.993031191253449
2013,Black,Illinois,North Central,1.06574792330601
2008,White,Illinois,North Central,0.99545834975418
2002,Hispanic,Illinois,North Central,0.765200820081184
2007,Asian,Illinois,North Central,0.877103484575059
2015,Black,Illinois,North Central,1.04820454590969
2009,Asian,Illinois,North Central,0.884222714769599
2007,Black,Illinois,North Central,1.07938890754039
2004,Native,Illinois,North Central,0.824796721221894
2002,Asian,Illinois,North Central,0.88135331243569
2017,Hispanic,Illinois,North Central,0.787454819384329
2019,Hispanic,Illinois,North Central,0.764010169641682
2000,Native,Illinois,North Central,0.784479110970311
2003,White,Illinois,North Central,0.997767476067787
2020,Black,Illinois,North Central,1.09038858244672
2018,Pacific,Illinois,North Central,0.795028812826883
2014,Black,Illinois,North Central,1.06845554942359
2008,Asian,Illinois,North Central,0.901148084461006
2000,Asian,Illinois,North Central,0.845892673171002
1999,Hispanic,Illinois,North Central,0.776722827191882
2008,Black,Illinois,North Central,1.06906227950719
2002,Pacific,Illinois,North Central,0.741498629167016
2000,Hispanic,Illinois,North Central,0.741881821430258
2004,Pacific,Illinois,North Central,0.761507830562262
2003,Pacific,Illinois,North Central,0.760813079079193
2002,White,Illinois,North Central,0.997558701429758
2016,Native,Illinois,North Central,0.739172780821159
2018,Native,Illinois,North Central,0.781311963918228
2020,Asian,Illinois,North Central,0.8940869881152
2008,Pacific,Illinois,North Central,0.749589045727569
2020,Pacific,Illinois,North Central,0.803170322785009
2011,Hispanic,Illinois,North Central,0.747044212518098
2006,Asian,Illinois,North Central,0.85353730096187
2014,Hispanic,Illinois,North Central,0.765870620457765
2017,Asian,Illinois,North Central,0.89348975129333
2017,Black,Illinois,North Central,1.05994509001728
2010,Pacific,Illinois,North Central,0.7668145307131
2019,Pacific,Illinois,North Central,0.7757195902597
2006,Hispanic,Illinois,North Central,0.747287553479871
2019,Native,Illinois,North Central,0.749914402735001
2008,Native,Illinois,North Central,0.744651514116824
2013,White,Illinois,North Central,0.997674412636342
2005,Pacific,Illinois,North Central,0.748172657837909
2000,Pacific,Illinois,North Central,0.725597356551037
2005,Black,Illinois,North Central,1.03803073647131
2013,Hispanic,Illinois,North Central,0.76159873411161
2001,White,Illinois,North Central,1.0000943227925
2016,Asian,Illinois,North Central,0.913576547585465
2019,Black,Illinois,North Central,1.10144312361637
2020,Native,Illinois,North Central,0.776782759846116
2012,Asian,Illinois,North Central,0.893225787131164
2005,Hispanic,Illinois,North Central,0.797952606045148
2003,Asian,Illinois,North Central,0.876358558290529
2002,Native,Illinois,North Central,0.836639260638384
2011,Black,Illinois,North Central,1.07680896777354
2020,Hispanic,Illinois,North Central,0.760819603677667
2011,Asian,Illinois,North Central,0.900067852622614
2020,Asian,Indiana,North Central,0.994501500379447
2009,Native,Indiana,North Central,0.790688237320022
2020,Black,Indiana,North Central,1.08294377351601
2009,Hispanic,Indiana,North Central,0.833158043381168
2016,Native,Indiana,North Central,0.785310284716462
2014,Asian,Indiana,North Central,0.945496632483858
2008,Native,Indiana,North Central,0.7511954524656
2011,White,Indiana,North Central,0.987715109089748
2014,Pacific,Indiana,North Central,0.782696816386962
2014,Native,Indiana,North Central,0.779920567706449
2012,White,Indiana,North Central,0.991964208228985
2004,Black,Indiana,North Central,1.11652108812956
2001,Native,Indiana,North Central,0.73362074547122
2017,Hispanic,Indiana,North Central,0.878172068148132
2003,Hispanic,Indiana,North Central,0.874073335702164
2006,Native,Indiana,North Central,0.756021571283943
2018,Asian,Indiana,North Central,0.942280554530986
2016,Pacific,Indiana,North Central,0.807563253567374
2017,Black,Indiana,North Central,1.08366995521843
2016,Hispanic,Indiana,North Central,0.842571329689653
2019,White,Indiana,North Central,0.987441997617907
2010,White,Indiana,North Central,0.984199382211618
2002,Asian,Indiana,North Central,0.974549631199344
2017,Native,Indiana,North Central,0.83089361872567
2019,Pacific,Indiana,North Central,0.837557498105036
2006,Pacific,Indiana,North Central,0.791632656775937
2006,White,Indiana,North Central,0.986687463197054
2000,White,Indiana,North Central,0.984644973959157
2005,White,Indiana,North Central,0.986373933723471
2009,Black,Indiana,North Central,1.06557701160152
2006,Hispanic,Indiana,North Central,0.836081526117774
2014,Hispanic,Indiana,North Central,0.838623957835822
2020,White,Indiana,North Central,0.988579997720289
2015,Black,Indiana,North Central,1.08893873353457
2013,White,Indiana,North Central,0.991119892258932
2002,White,Indiana,North Central,0.985863004539376
2003,Black,Indiana,North Central,1.0948520816748
2003,Asian,Indiana,North Central,0.972156346048071
2001,Black,Indiana,North Central,1.07029416029008
2008,White,Indiana,North Central,0.986516414817863
2011,Pacific,Indiana,North Central,0.781280624801728
2020,Native,Indiana,North Central,0.826582171613917
2004,Pacific,Indiana,North Central,0.801311142076164
2012,Pacific,Indiana,North Central,0.787986858524213
2012,Hispanic,Indiana,North Central,0.875860513657567
2001,White,Indiana,North Central,0.992966321505619
2019,Hispanic,Indiana,North Central,0.841142210060705
2019,Native,Indiana,North Central,0.805661846989556
2001,Asian,Indiana,North Central,0.951302936384775
2012,Asian,Indiana,North Central,0.976346084255594
2012,Black,Indiana,North Central,1.07314440633257
2011,Black,Indiana,North Central,1.09099885820881
2014,Black,Indiana,North Central,1.08859846368777
2000,Native,Indiana,North Central,0.780411078391108
2020,Pacific,Indiana,North Central,0.830348752400303
2009,Asian,Indiana,North Central,0.976890329351878
2005,Hispanic,Indiana,North Central,0.915066367840806
2002,Native,Indiana,North Central,0.841433402728776
2016,Black,Indiana,North Central,1.06887904681184
2007,Hispanic,Indiana,North Central,0.803876877236218
2007,Black,Indiana,North Central,1.09090680203546
2002,Pacific,Indiana,North Central,0.796230317470217
2011,Asian,Indiana,North Central,1.00628949069082
2000,Black,Indiana,North Central,1.12083204386821
2004,Asian,Indiana,North Central,0.989303652602329
2009,Pacific,Indiana,North Central,0.794848405087056
2016,White,Indiana,North Central,0.992251080261616
2010,Pacific,Indiana,North Central,0.810461101043942
2006,Black,Indiana,North Central,1.11107995234464
2000,Pacific,Indiana,North Central,0.785917584078933
2020,Hispanic,Indiana,North Central,0.86790797908419
2003,Native,Indiana,North Central,0.839261939847416
2019,Black,Indiana,North Central,1.09680986456516
1999,Black,Indiana,North Central,1.11206430776725
2018,White,Indiana,North Central,0.98516004909667
2003,Pacific,Indiana,North Central,0.806739474513382
2015,Native,Indiana,North Central,0.79848872577951
2019,Asian,Indiana,North Central,0.971085123696765
2008,Pacific,Indiana,North Central,0.802377951359955
2007,White,Indiana,North Central,0.989764219591155
2017,Asian,Indiana,North Central,0.986888195677123
2008,Asian,Indiana,North Central,0.993155037643549
2009,White,Indiana,North Central,0.992540961990481
2004,Native,Indiana,North Central,0.777524250272103
2007,Asian,Indiana,North Central,0.953507960430339
2001,Pacific,Indiana,North Central,0.764194528994949
2013,Hispanic,Indiana,North Central,0.845753262516784
2008,Hispanic,Indiana,North Central,0.836009163446867
1999,Native,Indiana,North Central,0.815862342023352
1999,Hispanic,Indiana,North Central,0.880925450893747
2013,Pacific,Indiana,North Central,0.784434332414891
2003,White,Indiana,North Central,0.987650924473981
2015,Pacific,Indiana,North Central,0.787540904096333
2006,Asian,Indiana,North Central,0.946998775261315
2011,Native,Indiana,North Central,0.763879221098552
2002,Hispanic,Indiana,North Central,0.854681132632875
2015,White,Indiana,North Central,0.98948143875081
2008,Black,Indiana,North Central,1.10144919014649
2016,Asian,Indiana,North Central,0.98132152393571
2015,Asian,Indiana,North Central,0.970965511525716
2017,Pacific,Indiana,North Central,0.837314853828297
2005,Native,Indiana,North Central,0.836547419491507
2013,Native,Indiana,North Central,0.788805052026099
2015,Hispanic,Indiana,North Central,0.884596378732338
2010,Hispanic,Indiana,North Central,0.863741990533236
2000,Hispanic,Indiana,North Central,0.852459449605291
2010,Native,Indiana,North Central,0.800335393535965
2005,Black,Indiana,North Central,1.10269204549393
2005,Asian,Indiana,North Central,0.973573626083843
2012,Native,Indiana,North Central,0.792842463962209
2017,White,Indiana,North Central,0.988786639825712
2001,Hispanic,Indiana,North Central,0.810100315166974
2018,Black,Indiana,North Central,1.11922433529688
2018,Pacific,Indiana,North Central,0.837857984563165
2010,Asian,Indiana,North Central,0.962852229272032
2018,Hispanic,Indiana,North Central,0.85115162060184
2011,Hispanic,Indiana,North Central,0.828681610710148
2014,White,Indiana,North Central,0.991002367897894
2010,Black,Indiana,North Central,1.122852864273
1999,White,Indiana,North Central,0.98575330402311
2005,Pacific,Indiana,North Central,0.808570931696976
2018,Native,Indiana,North Central,0.825027897811707
2013,Black,Indiana,North Central,1.07640658973807
2000,Asian,Indiana,North Central,0.956096279380307
1999,Asian,Indiana,North Central,0.953554972202087
2007,Pacific,Indiana,North Central,0.780250046923507
2002,Black,Indiana,North Central,1.10491071887712
2004,Hispanic,Indiana,North Central,0.896894549840125
2013,Asian,Indiana,North Central,0.981862433853841
2007,Native,Indiana,North Central,0.747281710788306
1999,Pacific,Indiana,North Central,0.798731088637836
2004,White,Indiana,North Central,0.984247698670337
2012,Asian,Kansas,North Central,0.817625602596062
2016,Native,Kansas,North Central,0.783473023643567
2014,Hispanic,Kansas,North Central,0.7020955132838
2020,Pacific,Kansas,North Central,0.70129488952433
2017,Hispanic,Kansas,North Central,0.740254409658303
2005,White,Kansas,North Central,1.00536679278131
2014,Native,Kansas,North Central,0.769487320848635
2001,Hispanic,Kansas,North Central,0.608784581307367
2006,Hispanic,Kansas,North Central,0.741830546882335
2017,Black,Kansas,North Central,1.01700716240346
2009,Native,Kansas,North Central,0.782279985365646
2001,White,Kansas,North Central,1.00409084706666
2016,Hispanic,Kansas,North Central,0.722162457215452
2006,Native,Kansas,North Central,0.837487077976841
2008,Black,Kansas,North Central,1.1092525979156
2019,White,Kansas,North Central,1.00889315089274
2016,Pacific,Kansas,North Central,0.678341154262273
2003,Asian,Kansas,North Central,0.814319382178941
2010,White,Kansas,North Central,1.00222179830193
2016,White,Kansas,North Central,1.01374551527938
2002,Native,Kansas,North Central,0.908400808815059
2011,White,Kansas,North Central,0.997031816883684
2017,Asian,Kansas,North Central,0.851538981398105
2009,Asian,Kansas,North Central,0.805674109925598
2012,White,Kansas,North Central,1.00571289830647
2017,Native,Kansas,North Central,0.818913625361555
2008,Hispanic,Kansas,North Central,0.65833708042858
2009,Black,Kansas,North Central,1.12348885160838
2006,White,Kansas,North Central,0.997063870638663
2000,Native,Kansas,North Central,0.776395659176306
2006,Pacific,Kansas,North Central,0.631429358981329
1999,Asian,Kansas,North Central,0.788244607786322
2006,Asian,Kansas,North Central,0.793822316503869
2003,Native,Kansas,North Central,0.839097424288502
2020,White,Kansas,North Central,1.00897202419567
2000,Pacific,Kansas,North Central,0.580373415036077
2016,Black,Kansas,North Central,1.01668815976798
2013,Native,Kansas,North Central,0.811066186470158
2000,White,Kansas,North Central,0.999523962016545
2014,Asian,Kansas,North Central,0.816937020228002
2020,Asian,Kansas,North Central,0.846431444575006
2008,Pacific,Kansas,North Central,0.61506767696716
2020,Hispanic,Kansas,North Central,0.804433657129923
2011,Pacific,Kansas,North Central,0.635300711011718
2019,Black,Kansas,North Central,1.05100135823714
2012,Native,Kansas,North Central,0.853570791983718
2007,Asian,Kansas,North Central,0.797801876398436
2012,Pacific,Kansas,North Central,0.672796662452094
2007,Black,Kansas,North Central,1.11149383730022
2009,White,Kansas,North Central,0.99608829324758
2003,Pacific,Kansas,North Central,0.631022771020446
2005,Pacific,Kansas,North Central,0.630904452744202
2009,Hispanic,Kansas,North Central,0.685570030479333
2004,Asian,Kansas,North Central,0.812819458390821
2017,Pacific,Kansas,North Central,0.685680937863424
2014,White,Kansas,North Central,1.00361625375942
2020,Black,Kansas,North Central,1.04563118512805
2008,White,Kansas,North Central,0.998548846181326
2005,Black,Kansas,North Central,1.04442738714519
2016,Asian,Kansas,North Central,0.838708519492565
1999,White,Kansas,North Central,0.998375003834317
2020,Native,Kansas,North Central,0.82735003765286
1999,Pacific,Kansas,North Central,0.601905637473664
1999,Black,Kansas,North Central,1.1020360889744
2018,Black,Kansas,North Central,1.03502322433013
2018,Hispanic,Kansas,North Central,0.808482827614491
2008,Native,Kansas,North Central,0.740200675618141
2002,White,Kansas,North Central,1.00496113566107
2000,Hispanic,Kansas,North Central,0.630590913588126
2015,White,Kansas,North Central,1.01250552032088
2011,Hispanic,Kansas,North Central,0.687332729851732
2011,Native,Kansas,North Central,0.768834392526665
2014,Black,Kansas,North Central,1.09038131792468
2003,Hispanic,Kansas,North Central,0.737690909243263
2001,Pacific,Kansas,North Central,0.556051842666052
2006,Black,Kansas,North Central,1.10897623761185
2005,Native,Kansas,North Central,0.85368153648268
2010,Pacific,Kansas,North Central,0.652145709184236
2002,Pacific,Kansas,North Central,0.613805569318186
2001,Black,Kansas,North Central,1.07108110752626
2001,Asian,Kansas,North Central,0.789755810431745
2011,Asian,Kansas,North Central,0.817751744312351
2003,Black,Kansas,North Central,1.05609551251456
2005,Asian,Kansas,North Central,0.795147785026643
2013,Black,Kansas,North Central,1.10156293422639
2015,Asian,Kansas,North Central,0.828687388286591
2001,Native,Kansas,North Central,0.694915485233572
2013,Hispanic,Kansas,North Central,0.709668261227886
2012,Hispanic,Kansas,North Central,0.754117443853595
2018,Asian,Kansas,North Central,0.842421623183106
2004,Native,Kansas,North Central,0.832143798817655
2004,Pacific,Kansas,North Central,0.618860212572665
2013,Pacific,Kansas,North Central,0.654064509793302
2019,Pacific,Kansas,North Central,0.67600715505788
2003,White,Kansas,North Central,1.00279743949596
2012,Black,Kansas,North Central,1.05570935471555
2011,Black,Kansas,North Central,1.1288028247189
2013,Asian,Kansas,North Central,0.806829395260982
1999,Native,Kansas,North Central,0.768504919493442
2005,Hispanic,Kansas,North Central,0.732390879974692
2017,White,Kansas,North Central,1.01223546721397
2002,Hispanic,Kansas,North Central,0.719013792468093
2019,Asian,Kansas,North Central,0.857435175028221
2008,Asian,Kansas,North Central,0.8115954391355
2000,Black,Kansas,North Central,1.10388678143363
2010,Asian,Kansas,North Central,0.80075561983655
2014,Pacific,Kansas,North Central,0.647354062882887
2007,Pacific,Kansas,North Central,0.596178712030848
2009,Pacific,Kansas,North Central,0.620901062271835
2015,Pacific,Kansas,North Central,0.67829973902482
2015,Native,Kansas,North Central,0.808221822364699
2018,Pacific,Kansas,North Central,0.713664847087701
2013,White,Kansas,North Central,1.00124688237585
2007,White,Kansas,North Central,0.998936591553884
2018,White,Kansas,North Central,1.00896271935714
2007,Native,Kansas,North Central,0.729529531416731
2004,White,Kansas,North Central,1.00260445896761
2019,Native,Kansas,North Central,0.766456053311684
2015,Black,Kansas,North Central,1.02148627616951
2010,Black,Kansas,North Central,1.07393753406168
2004,Black,Kansas,North Central,1.06097255667404
2018,Native,Kansas,North Central,0.872321240497895
2010,Native,Kansas,North Central,0.901499540075873
2000,Asian,Kansas,North Central,0.748320974324749
1999,Hispanic,Kansas,North Central,0.730155756566397
2004,Hispanic,Kansas,North Central,0.722370783536734
2002,Black,Kansas,North Central,1.02761365384059
2002,Asian,Kansas,North Central,0.816467424579864
2007,Hispanic,Kansas,North Central,0.655157831081952
2019,Hispanic,Kansas,North Central,0.777029055933311
2010,Hispanic,Kansas,North Central,0.728508458404092
2015,Hispanic,Kansas,North Central,0.772185720117712
1999,Native,Kentucky,South,0.738652673570976
2004,Asian,Kentucky,South,0.975196667236082
2019,Pacific,Kentucky,South,0.777157648244081
2000,Asian,Kentucky,South,0.941108085021297
2004,Pacific,Kentucky,South,0.767704973755045
2013,Asian,Kentucky,South,0.955933761584505
2013,Hispanic,Kentucky,South,0.799781903169904
2018,Black,Kentucky,South,1.08874079595254
2002,Hispanic,Kentucky,South,0.821621183921884
2004,White,Kentucky,South,0.986768674225567
2018,Native,Kentucky,South,0.776762404916108
2015,Asian,Kentucky,South,0.953491951907145
2002,Pacific,Kentucky,South,0.763976193202484
2016,Black,Kentucky,South,1.05325170358395
2004,Native,Kentucky,South,0.7194335925828
2007,Hispanic,Kentucky,South,0.73621131615852
2005,Pacific,Kentucky,South,0.7721699012847
2015,Pacific,Kentucky,South,0.748267459832423
2014,Pacific,Kentucky,South,0.73863730889333
2003,White,Kentucky,South,0.99027430480303
2015,White,Kentucky,South,0.992914837104624
2003,Black,Kentucky,South,1.07651183460228
2018,Pacific,Kentucky,South,0.761168786824048
2000,Pacific,Kentucky,South,0.748182266597899
1999,Asian,Kentucky,South,0.947578693844473
2006,Black,Kentucky,South,1.10687004425005
2007,Black,Kentucky,South,1.07264026421111
2008,Asian,Kentucky,South,0.962986674618498
2014,Native,Kentucky,South,0.734379660488573
2003,Pacific,Kentucky,South,0.774408491615249
2017,White,Kentucky,South,0.991352071701834
2007,Pacific,Kentucky,South,0.749738443569767
2010,Asian,Kentucky,South,0.962932293108492
2018,Hispanic,Kentucky,South,0.850949629487826
2015,Native,Kentucky,South,0.762524669127348
2005,White,Kentucky,South,0.987513882074947
2007,Asian,Kentucky,South,0.935187506132526
2005,Black,Kentucky,South,1.100533838897
2012,Hispanic,Kentucky,South,0.817783814187951
1999,White,Kentucky,South,0.985986114684312
2004,Hispanic,Kentucky,South,0.830857252388079
1999,Black,Kentucky,South,1.11232512616854
2012,Pacific,Kentucky,South,0.751546964622903
2016,Hispanic,Kentucky,South,0.826560772394446
2013,Pacific,Kentucky,South,0.747813069481445
2019,White,Kentucky,South,0.988029808438695
2010,Black,Kentucky,South,1.12556768693027
2011,Hispanic,Kentucky,South,0.778115839494478
2012,Black,Kentucky,South,1.05828390251319
2013,Black,Kentucky,South,1.07226059533842
2000,Native,Kentucky,South,0.718169452563091
2005,Hispanic,Kentucky,South,0.86095891048645
2008,White,Kentucky,South,0.989599107202701
2019,Black,Kentucky,South,1.07821493162291
2010,Native,Kentucky,South,0.754503361463127
2003,Native,Kentucky,South,0.74950753145385
2020,Pacific,Kentucky,South,0.781645065252708
2006,Pacific,Kentucky,South,0.754782689984919
2001,Asian,Kentucky,South,0.914200872049562
2017,Hispanic,Kentucky,South,0.89055012960421
2012,Asian,Kentucky,South,0.940571137677713
2012,White,Kentucky,South,0.995759005623822
2006,White,Kentucky,South,0.987614856244839
2001,Pacific,Kentucky,South,0.722455405663225
2018,Asian,Kentucky,South,0.99169985789813
2017,Pacific,Kentucky,South,0.768085778019193
2015,Black,Kentucky,South,1.07165613853124
2020,White,Kentucky,South,0.996693062590431
2001,White,Kentucky,South,0.996490913767377
2009,White,Kentucky,South,0.993317788671359
2005,Native,Kentucky,South,0.789407835520514
1999,Hispanic,Kentucky,South,0.844938545457046
2015,Hispanic,Kentucky,South,0.834720506899193
2007,Native,Kentucky,South,0.699128523546569
2013,White,Kentucky,South,0.992767529111489
2008,Native,Kentucky,South,0.704911432311202
2007,White,Kentucky,South,0.993239534012931
1999,Pacific,Kentucky,South,0.761960045067975
2016,Asian,Kentucky,South,0.987158363339111
2019,Asian,Kentucky,South,1.01719081915549
2006,Asian,Kentucky,South,0.937474949966039
2006,Native,Kentucky,South,0.688972071826223
2010,Pacific,Kentucky,South,0.777489352899548
2017,Asian,Kentucky,South,1.02088435237158
2011,Asian,Kentucky,South,0.990345567862355
2019,Native,Kentucky,South,0.769759015400677
2003,Asian,Kentucky,South,0.991796370617637
2014,Hispanic,Kentucky,South,0.777364748711174
2009,Hispanic,Kentucky,South,0.795869619462856
2017,Native,Kentucky,South,0.80298489965304
2014,Asian,Kentucky,South,0.915605748508571
2011,Native,Kentucky,South,0.717206411629318
2020,Native,Kentucky,South,0.78118347437495
2001,Native,Kentucky,South,0.674176737650981
2002,Native,Kentucky,South,0.772193828531998
2000,White,Kentucky,South,0.984945914035939
2009,Asian,Kentucky,South,0.969537220933522
2006,Hispanic,Kentucky,South,0.762688386883024
2009,Black,Kentucky,South,1.06212333187875
2017,Black,Kentucky,South,1.05853431487484
2002,White,Kentucky,South,0.985376655161703
2002,Black,Kentucky,South,1.10741514781014
2000,Hispanic,Kentucky,South,0.794437208011387
2004,Black,Kentucky,South,1.10334225295891
2009,Pacific,Kentucky,South,0.770102319083281
2009,Native,Kentucky,South,0.745499273766723
2014,Black,Kentucky,South,1.06612311306816
2016,White,Kentucky,South,0.994659415196407
2012,Native,Kentucky,South,0.756346130983244
2003,Hispanic,Kentucky,South,0.832921661761714
2016,Native,Kentucky,South,0.746277364111463
2010,White,Kentucky,South,0.983293651046588
2002,Asian,Kentucky,South,0.979968005317097
2019,Hispanic,Kentucky,South,0.838280145018487
2018,White,Kentucky,South,0.987612829295749
2001,Black,Kentucky,South,1.05541395958009
2010,Hispanic,Kentucky,South,0.822055196739019
2005,Asian,Kentucky,South,0.943364683641451
2020,Hispanic,Kentucky,South,0.841178342788081
2008,Hispanic,Kentucky,South,0.773585760401
2008,Pacific,Kentucky,South,0.768409446838319
2011,Pacific,Kentucky,South,0.737712914401506
2020,Black,Kentucky,South,1.02781942871952
2020,Asian,Kentucky,South,1.02536623541167
2011,Black,Kentucky,South,1.08262664974873
2000,Black,Kentucky,South,1.12098798268237
2011,White,Kentucky,South,0.989727753309982
2001,Hispanic,Kentucky,South,0.730596638646775
2014,White,Kentucky,South,0.996054010620062
2008,Black,Kentucky,South,1.08855006682989
2013,Native,Kentucky,South,0.75046494689237
2016,Pacific,Kentucky,South,0.746244504245576
2012,Pacific,Louisiana,South,0.773053542391645
2005,Asian,Louisiana,South,0.905050854554237
2013,Pacific,Louisiana,South,0.806227377943501
2019,Black,Louisiana,South,0.979222390132281
2012,White,Louisiana,South,1.00131764681677
2002,Pacific,Louisiana,South,0.788879362255613
2013,Hispanic,Louisiana,South,1.10678172837963
2004,Hispanic,Louisiana,South,1.04209157013595
2005,Hispanic,Louisiana,South,1.15091731902802
2012,Hispanic,Louisiana,South,0.933601327412932
2002,White,Louisiana,South,1.01128700853661
2010,Black,Louisiana,South,1.06031217023899
2017,White,Louisiana,South,1.00499230784699
2004,Native,Louisiana,South,0.877965987539144
2013,Asian,Louisiana,South,0.944536149677731
2018,Pacific,Louisiana,South,0.79685337240606
2004,White,Louisiana,South,1.01079546296749
2007,Pacific,Louisiana,South,0.754571880838776
2007,Black,Louisiana,South,1.03188047594046
2001,Pacific,Louisiana,South,0.744957458623702
2005,Native,Louisiana,South,0.865160556724431
2002,Hispanic,Louisiana,South,1.05872235319617
2019,White,Louisiana,South,1.01008957587148
2001,White,Louisiana,South,1.01083165004931
2000,Black,Louisiana,South,1.02360428041775
2013,Native,Louisiana,South,0.927213872174443
2007,Hispanic,Louisiana,South,0.918719954317034
1999,Native,Louisiana,South,0.928613408674175
2016,Native,Louisiana,South,0.939011535715985
2005,Pacific,Louisiana,South,0.817739355894733
2014,Asian,Louisiana,South,0.914018527171004
1999,Pacific,Louisiana,South,0.814520787386842
2013,Black,Louisiana,South,0.974026562125401
2006,Hispanic,Louisiana,South,0.928020679420084
2002,Native,Louisiana,South,0.887246211896093
2018,Black,Louisiana,South,1.02474600084103
2019,Hispanic,Louisiana,South,1.0984842004792
2014,Native,Louisiana,South,0.846741535280282
2011,White,Louisiana,South,1.00095468165594
2000,Hispanic,Louisiana,South,0.915517780200106
2013,White,Louisiana,South,1.01188735269529
2002,Black,Louisiana,South,0.974534775108739
2005,Black,Louisiana,South,0.988880708454516
2004,Black,Louisiana,South,0.977779369696562
2006,Black,Louisiana,South,1.02622284221098
2011,Hispanic,Louisiana,South,0.893821487074722
2009,Pacific,Louisiana,South,0.769809062201202
2019,Asian,Louisiana,South,0.977193861985775
2000,Asian,Louisiana,South,0.844321966706129
2004,Pacific,Louisiana,South,0.798953446277939
2010,Pacific,Louisiana,South,0.77705202218123
2009,White,Louisiana,South,0.997137984763157
2007,Native,Louisiana,South,0.836828013041891
